Name,Labelbox category,Supervisely Category,Labelbox Object Title,Labelbox Title or Answer Text,Supervisely ClassTitle or Tag,Supervisely Values,Checkbox for follow-up,Assigned to,Table 6
"""Bush""-""objects"" -> ""classifications"" -> ""answer"" -> ""title""-""""""plant"""" """"objects"""" -> """"title""""""===>""""""Trees"""" """"objects"""" -> """"tags"""" -> """"value""""""","""objects"" -> ""classifications"" -> ""answer"" -> ""title""","""objects"" -> ""tags"" -> ""value""","""""""plant"""" """"objects"""" -> """"title""""""","""Bush""","""""""Trees"""" """"objects"""" -> """"tags"""" -> """"value""""""","""Trees""",,Abbey List,
"""Tree type""-""objects"" -> ""classifications"" -> ""title""-""""""plant"""" """"objects"""" -> """"title""""""===>""""""* Tree Type"""" """"objects"""" -> tags"""" -> """"name""""""","""objects"" -> ""classifications"" -> ""title""","""objects"" -> tags"" -> ""name""","""""""plant"""" """"objects"""" -> """"title""""""","""Tree type""","""""""* Tree Type"""" """"objects"""" -> tags"""" -> """"name""""""","""* Tree Type""",,Abbey List,
"""Deciduous (Most common, broccoli-like)""-""objects"" -> ""classifications"" -> ""answer"" -> ""title""-""""""plant"""" """"objects"""" -> """"title""""""===>""""""Deciduous (Most common, broccoli-like)"""" """"objects"""" -> """"tags"""" -> """"value""""""","""objects"" -> ""classifications"" -> ""answer"" -> ""title""","""objects"" -> ""tags"" -> ""value""","""""""plant"""" """"objects"""" -> """"title""""""","""Deciduous (Most common, broccoli-like)""","""""""Deciduous (Most common, broccoli-like)"""" """"objects"""" -> """"tags"""" -> """"value""""""","""Deciduous (Most common, broccoli-like)""",,Abbey List,
"""Cyprus (Sharply pointed)""-""objects"" -> ""classifications"" -> ""answer"" -> ""title""-""""""plant"""" """"objects"""" -> """"title""""""===>""""""Cyprus (Sharply pointed"""" """"objects"""" -> """"tags"""" -> """"value""""""","""objects"" -> ""classifications"" -> ""answer"" -> ""title""","""objects"" -> ""tags"" -> ""value""","""""""plant"""" """"objects"""" -> """"title""""""","""Cyprus (Sharply pointed)""","""""""Cyprus (Sharply pointed"""" """"objects"""" -> """"tags"""" -> """"value""""""","""Cyprus (Sharply pointed""",,Abbey List,
"""Olives (Shorter, bent)""-""objects"" -> ""classifications"" -> ""answer"" -> ""title""-""""""plant"""" """"objects"""" -> """"title""""""===>""""""Olives (Shorter, bent)"""" """"objects"""" -> """"tags"""" -> """"value""""""","""objects"" -> ""classifications"" -> ""answer"" -> ""title""","""objects"" -> ""tags"" -> ""value""","""""""plant"""" """"objects"""" -> """"title""""""","""Olives (Shorter, bent)""","""""""Olives (Shorter, bent)"""" """"objects"""" -> """"tags"""" -> """"value""""""","""Olives (Shorter, bent)""",,Abbey List,
"""Round-topped (Lollypop-like)""-""objects"" -> ""classifications"" -> ""answer"" -> ""title""-""""""plant"""" """"objects"""" -> """"title""""""===>""""""Round-topped (Lollypop-like)"""" """"objects"""" -> """"tags"""" -> """"value""""""","""objects"" -> ""classifications"" -> ""answer"" -> ""title""","""objects"" -> ""tags"" -> ""value""","""""""plant"""" """"objects"""" -> """"title""""""","""Round-topped (Lollypop-like)""","""""""Round-topped (Lollypop-like)"""" """"objects"""" -> """"tags"""" -> """"value""""""","""Round-topped (Lollypop-like)""",,Abbey List,
"""Palm (Visible fronds - Portelo2)""-""objects"" -> ""classifications"" -> ""answer"" -> ""title""-""""""plant"""" """"objects"""" -> """"title""""""===>""""""Palm (Visible fronds - Portelo2)"""" """"objects"""" -> """"tags"""" -> """"value""""""","""objects"" -> ""classifications"" -> ""answer"" -> ""title""","""objects"" -> ""tags"" -> ""value""","""""""plant"""" """"objects"""" -> """"title""""""","""Palm (Visible fronds - Portelo2)""","""""""Palm (Visible fronds - Portelo2)"""" """"objects"""" -> """"tags"""" -> """"value""""""","""Palm (Visible fronds - Portelo2)""",,Abbey List,
"""Dead (Branches only)""-""objects"" -> ""classifications"" -> ""answer"" -> ""title""-""""""plant"""" """"objects"""" -> """"title""""""===>""""""Dead (Branches only)"""" """"objects"""" -> """"tags"""" -> """"value""""""","""objects"" -> ""classifications"" -> ""answer"" -> ""title""","""objects"" -> ""tags"" -> ""value""","""""""plant"""" """"objects"""" -> """"title""""""","""Dead (Branches only)""","""""""Dead (Branches only)"""" """"objects"""" -> """"tags"""" -> """"value""""""","""Dead (Branches only)""",,Abbey List,
"""Complete or partially occluded?""-""objects"" -> ""classifications"" -> ""title""-""""""plant"""" """"objects"""" -> """"title""""""===>""""""* Partially occluded or Complete?"""" """"objects"""" -> tags"""" -> """"name""""""","""objects"" -> ""classifications"" -> ""title""","""objects"" -> tags"" -> ""name""","""""""plant"""" """"objects"""" -> """"title""""""","""Complete or partially occluded?""","""""""* Partially occluded or Complete?"""" """"objects"""" -> tags"""" -> """"name""""""","""* Partially occluded or Complete?""",,Abbey List,
"""Complete""-""objects"" -> ""classifications"" -> ""answer"" -> ""title""-""""""plant"""" """"objects"""" -> """"title""""""===>""""""Complete"""" """"objects"""" -> """"tags"""" -> """"value""""""","""objects"" -> ""classifications"" -> ""answer"" -> ""title""","""objects"" -> ""tags"" -> ""value""","""""""plant"""" """"objects"""" -> """"title""""""","""Complete""","""""""Complete"""" """"objects"""" -> """"tags"""" -> """"value""""""","""Complete""",,Abbey List,
"""Partially Occluded""-""objects"" -> ""classifications"" -> ""answer"" -> ""title""-""""""plant"""" """"objects"""" -> """"title""""""===>""""""Partially Occluded"""" """"objects"""" -> """"tags"""" -> """"value""""""","""objects"" -> ""classifications"" -> ""answer"" -> ""title""","""objects"" -> ""tags"" -> ""value""","""""""plant"""" """"objects"""" -> """"title""""""","""Partially Occluded""","""""""Partially Occluded"""" """"objects"""" -> """"tags"""" -> """"value""""""","""Partially Occluded""",,Abbey List,
"""Singular or a sample from a group?""-""objects"" -> ""classifications"" -> ""title""-""""""plant"""" """"objects"""" -> """"title""""""===>""""""* Singular or sample from a group?"""" """"objects"""" -> tags"""" -> """"name""""""","""objects"" -> ""classifications"" -> ""title""","""objects"" -> tags"" -> ""name""","""""""plant"""" """"objects"""" -> """"title""""""","""Singular or a sample from a group?""","""""""* Singular or sample from a group?"""" """"objects"""" -> tags"""" -> """"name""""""","""* Singular or sample from a group?""",,Abbey List,
"""Singular""-""objects"" -> ""classifications"" -> ""answer"" -> ""title""-""""""plant"""" """"objects"""" -> """"title""""""===>""""""Single"""" """"objects"""" -> """"tags"""" -> """"value""""""","""objects"" -> ""classifications"" -> ""answer"" -> ""title""","""objects"" -> ""tags"" -> ""value""","""""""plant"""" """"objects"""" -> """"title""""""","""Singular""","""""""Single"""" """"objects"""" -> """"tags"""" -> """"value""""""","""Single""",,Abbey List,
"""A sample from a group""-""objects"" -> ""classifications"" -> ""answer"" -> ""title""-""""""plant"""" """"objects"""" -> """"title""""""===>""""""Sample from a group"""" """"objects"""" -> """"tags"""" -> """"value""""""","""objects"" -> ""classifications"" -> ""answer"" -> ""title""","""objects"" -> ""tags"" -> ""value""","""""""plant"""" """"objects"""" -> """"title""""""","""A sample from a group""","""""""Sample from a group"""" """"objects"""" -> """"tags"""" -> """"value""""""","""Sample from a group""",,Abbey List,
"""Contains nails?""-""objects"" -> ""classifications"" -> ""title""-""""""cross monuments"""" """"objects"""" -> """"title""""""===>""""""* Contains nails?"""" """"objects"""" -> tags"""" -> """"name""""""","""objects"" -> ""classifications"" -> ""title""","""objects"" -> tags"" -> ""name""","""""""cross monuments"""" """"objects"""" -> """"title""""""","""Contains nails?""","""""""* Contains nails?"""" """"objects"""" -> tags"""" -> """"name""""""","""* Contains nails?""",,Samy Boutouis,
"""has visible nails""-""objects"" -> ""classifications"" -> ""answer"" -> ""title""-""""""cross monuments"""" """"objects"""" -> """"title""""""===>""""""Has viisble nails"""" """"objects"""" -> """"tags"""" -> """"value""""""","""objects"" -> ""classifications"" -> ""answer"" -> ""title""","""objects"" -> ""tags"" -> ""value""","""""""cross monuments"""" """"objects"""" -> """"title""""""","""has visible nails""","""""""Has viisble nails"""" """"objects"""" -> """"tags"""" -> """"value""""""","""Has viisble nails""",,Samy Boutouis,
"""no visible nails""-""objects"" -> ""classifications"" -> ""answer"" -> ""title""-""""""cross monuments"""" """"objects"""" -> """"title""""""===>""""""No visible nails"""" """"objects"""" -> """"tags"""" -> """"value""""""","""objects"" -> ""classifications"" -> ""answer"" -> ""title""","""objects"" -> ""tags"" -> ""value""","""""""cross monuments"""" """"objects"""" -> """"title""""""","""no visible nails""","""""""No visible nails"""" """"objects"""" -> """"tags"""" -> """"value""""""","""No visible nails""",,Samy Boutouis,
"""Solitary, or in a shrine?""-""objects"" -> ""classifications"" -> ""title""-""""""cross monuments"""" """"objects"""" -> """"title""""""===>""""""* Solitary or shrined?"""" """"objects"""" -> tags"""" -> """"name""""""","""objects"" -> ""classifications"" -> ""title""","""objects"" -> tags"" -> ""name""","""""""cross monuments"""" """"objects"""" -> """"title""""""","""Solitary, or in a shrine?""","""""""* Solitary or shrined?"""" """"objects"""" -> tags"""" -> """"name""""""","""* Solitary or shrined?""",,Samy Boutouis,
"""Solitary""-""objects"" -> ""classifications"" -> ""answer"" -> ""title""-""""""cross monuments"""" """"objects"""" -> """"title""""""===>""""""Solitary"""" """"objects"""" -> """"tags"""" -> """"value""""""","""objects"" -> ""classifications"" -> ""answer"" -> ""title""","""objects"" -> ""tags"" -> ""value""","""""""cross monuments"""" """"objects"""" -> """"title""""""","""Solitary""","""""""Solitary"""" """"objects"""" -> """"tags"""" -> """"value""""""","""Solitary""",,Samy Boutouis,
"""Shrined""-""objects"" -> ""classifications"" -> ""answer"" -> ""title""-""""""cross monuments"""" """"objects"""" -> """"title""""""===>""""""Shrined"""" """"objects"""" -> """"tags"""" -> """"value""""""","""objects"" -> ""classifications"" -> ""answer"" -> ""title""","""objects"" -> ""tags"" -> ""value""","""""""cross monuments"""" """"objects"""" -> """"title""""""","""Shrined""","""""""Shrined"""" """"objects"""" -> """"tags"""" -> """"value""""""","""Shrined""",,Samy Boutouis,
"""Gallows or Pillory? (Gazeebo-looking structure on top of a pillar)""-""objects"" -> ""classifications"" -> ""title""-""""""gallows and pillories"""" """"objects"""" -> """"title""""""===>""""""* Gallows or Pillory?"""" """"objects"""" -> tags"""" -> """"name""""""","""objects"" -> ""classifications"" -> ""title""","""objects"" -> tags"" -> ""name""","""""""gallows and pillories"""" """"objects"""" -> """"title""""""","""Gallows or Pillory? (Gazeebo-looking structure on top of a pillar)""","""""""* Gallows or Pillory?"""" """"objects"""" -> tags"""" -> """"name""""""","""* Gallows or Pillory?""",,Samy Boutouis,
"""Gallows""-""objects"" -> ""classifications"" -> ""answer"" -> ""title""-""""""gallows and pillories"""" """"objects"""" -> """"title""""""===>""""""Gallows"""" """"objects"""" -> """"tags"""" -> """"value""""""","""objects"" -> ""classifications"" -> ""answer"" -> ""title""","""objects"" -> ""tags"" -> ""value""","""""""gallows and pillories"""" """"objects"""" -> """"title""""""","""Gallows""","""""""Gallows"""" """"objects"""" -> """"tags"""" -> """"value""""""","""Gallows""",,Samy Boutouis,
"""Pillory""-""objects"" -> ""classifications"" -> ""answer"" -> ""title""-""""""gallows and pillories"""" """"objects"""" -> """"title""""""===>""""""Pillory"""" """"objects"""" -> """"tags"""" -> """"value""""""","""objects"" -> ""classifications"" -> ""answer"" -> ""title""","""objects"" -> ""tags"" -> ""value""","""""""gallows and pillories"""" """"objects"""" -> """"title""""""","""Pillory""","""""""Pillory"""" """"objects"""" -> """"tags"""" -> """"value""""""","""Pillory""",,Samy Boutouis,
"""Is there a person hanging from the gallows?""-""objects"" -> ""classifications"" -> ""title""-""""""gallows and pillories"""" """"objects"""" -> """"title""""""===>""""""* Empty or visible hanging person?"""" """"objects"""" -> tags"""" -> """"name""""""","""objects"" -> ""classifications"" -> ""title""","""objects"" -> tags"" -> ""name""","""""""gallows and pillories"""" """"objects"""" -> """"title""""""","""Is there a person hanging from the gallows?""","""""""* Empty or visible hanging person?"""" """"objects"""" -> tags"""" -> """"name""""""","""* Empty or visible hanging person?""",,Samy Boutouis,
"""Empty""-""objects"" -> ""classifications"" -> ""answer"" -> ""title""-""""""gallows and pillories"""" """"objects"""" -> """"title""""""===>""""""Empty"""" """"objects"""" -> """"tags"""" -> """"value""""""","""objects"" -> ""classifications"" -> ""answer"" -> ""title""","""objects"" -> ""tags"" -> ""value""","""""""gallows and pillories"""" """"objects"""" -> """"title""""""","""Empty""","""""""Empty"""" """"objects"""" -> """"tags"""" -> """"value""""""","""Empty""",,Samy Boutouis,
"""Visible person hanging""-""objects"" -> ""classifications"" -> ""answer"" -> ""title""-""""""gallows and pillories"""" """"objects"""" -> """"title""""""===>""""""Visible hanging person"""" """"objects"""" -> """"tags"""" -> """"value""""""","""objects"" -> ""classifications"" -> ""answer"" -> ""title""","""objects"" -> ""tags"" -> ""value""","""""""gallows and pillories"""" """"objects"""" -> """"title""""""","""Visible person hanging""","""""""Visible hanging person"""" """"objects"""" -> """"tags"""" -> """"value""""""","""Visible hanging person""",,Samy Boutouis,
"""Gallows shape""-""objects"" -> ""classifications"" -> ""title""-""""""gallows and pillories"""" """"objects"""" -> """"title""""""===>""""""Gallows shape? """"objects"""" -> tags"""" -> """"name""""""","""objects"" -> ""classifications"" -> ""title""","""objects"" -> tags"" -> ""name""","""""""gallows and pillories"""" """"objects"""" -> """"title""""""","""Gallows shape""","""""""Gallows shape? """"objects"""" -> tags"""" -> """"name""""""","""Gallows shape?",,Samy Boutouis,
"""Two supports""-""objects"" -> ""classifications"" -> ""answer"" -> ""title""-""""""gallows and pillories"""" """"objects"""" -> """"title""""""===>""""""Two supports"""" """"objects"""" -> """"tags"""" -> """"value""""""","""objects"" -> ""classifications"" -> ""answer"" -> ""title""","""objects"" -> ""tags"" -> ""value""","""""""gallows and pillories"""" """"objects"""" -> """"title""""""","""Two supports""","""""""Two supports"""" """"objects"""" -> """"tags"""" -> """"value""""""","""Two supports""",,Samy Boutouis,
